seed,state_idx,repair_regime,negative_control,success,original_tail_rank_correlation,repaired_tail_rank_correlation,original_high_n_gain,repaired_high_n_gain,pilot_count,holdout_count,recommendation,repair_method,risk_delta,effective_n_for_bounds,original_utility_gain_lcb,repaired_utility_gain_lcb,original_tail_utility_lcb,repaired_tail_utility_lcb,original_latency_adjusted_gain_lcb,repaired_latency_adjusted_gain_lcb,repaired_score_lcb_radius,calibration_slope,calibration_intercept,isotonic_knots
1,0,anti_correlated_affine_repair,False,True,-0.994088669950739,0.9827586206896551,-0.9881981220434639,0.9747562766580711,144,144,increase_N,affine,0.01,144,-1.3705680037554406,0.5924688079573215,-1.208823016932984,0.40197668551714716,-1.3705680037554406,0.5924688079573215,0.020029720696265515,-0.9965643830182287,-0.001834793207262151,0
1,0,monotone_isotonic_repair,False,False,0.8822660098522167,0.8809392014471541,0.9421095847436376,0.9506119659941221,144,144,block_high_N,isotonic,0.01,144,0.4825263866388342,0.4910287678893187,0.3196346987539681,0.3196346987539681,0.4825263866388342,0.4910287678893187,0.053105810753878754,,,144
1,0,random_score_failed_repair,True,False,0.15024630541871922,0.15024630541871922,-0.17392587626745193,-0.17392587626745193,144,144,block_high_N,affine,0.01,144,-2.1266806747168303,-2.1266806747168303,-1.9571485800719237,-1.9571485800719237,-2.1266806747168303,-2.1266806747168303,0.7381163439598205,0.017851665885468316,-0.006749993878619192,0
1,0,calibration_drift_failed_repair,True,False,0.15024630541871922,,-0.01032660160906525,-0.0031262098335289226,144,144,block_high_N,isotonic,0.01,144,-0.45027396798883035,-0.5293592735290876,-0.4517903850562573,-0.5558581321137306,-0.45027396798883035,-0.5293592735290876,0.7571486421950514,,,144
1,1,anti_correlated_affine_repair,False,True,-0.993103448275862,0.9901477832512315,-1.0097580023308368,0.9487675466768434,144,144,increase_N,affine,0.01,144,-1.4673854328603966,0.558837901027887,-1.270568811174893,0.38333587025743415,-1.4673854328603966,0.558837901027887,0.023662338726071028,-1.0003959881376545,-0.0003702329099936006,0
1,1,monotone_isotonic_repair,False,False,0.8827586206896552,0.8826272683062334,0.9314455976169831,0.9317468168939584,144,144,block_high_N,isotonic,0.01,144,0.5227788559179227,0.5230800751948981,0.3626763904514729,0.3626763904514729,0.5227788559179227,0.5230800751948981,0.05187224858757402,,,144
1,1,random_score_failed_repair,True,False,-0.1980295566502463,0.21379310344827587,0.28261411656439733,0.2269983794295149,144,144,block_high_N,affine,0.01,144,-1.6806792507871195,-1.5188009307608201,-1.841235348741774,-1.8085304301123717,-1.6806792507871195,-1.5188009307608201,0.7559905874094437,-0.051395297826493644,-0.029533329748694676,0
1,1,calibration_drift_failed_repair,True,False,-0.12561576354679804,,-0.05483123750565367,-0.03382254601716701,144,144,block_high_N,isotonic,0.01,144,-0.45698899002269444,-0.44237798585047644,-0.42499940950503934,-0.4595119592507204,-0.45698899002269444,-0.44237798585047644,0.7524032382817358,,,144
1,2,anti_correlated_affine_repair,False,True,-0.9876847290640394,0.9886699507389163,-0.9608750452012853,0.9752314960566999,144,144,increase_N,affine,0.01,144,-1.3304806014607893,0.6508458428997671,-1.1638587635699023,0.5050545193236097,-1.3304806014607893,0.6508458428997671,0.02040871662799604,-0.9959403974452247,0.0008470590967718376,0
1,2,monotone_isotonic_repair,False,False,0.8669950738916257,0.8509329212174376,0.9634645637631437,0.9607087472737634,144,144,block_high_N,isotonic,0.01,144,0.5970495966575384,0.5942937801681581,0.45966103380218687,0.4596610338021869,0.5970495966575384,0.5942937801681581,0.05096758602380352,,,144
